	SRR14729874.clean.fastq.gz.samSYM.counts	SRR14729875.clean.fastq.gz.samSYM.counts	SRR14729876.clean.fastq.gz.samSYM.counts	SRR14729877.clean.fastq.gz.samSYM.counts	SRR14729879.clean.fastq.gz.samSYM.counts	SRR14729880.clean.fastq.gz.samSYM.counts	SRR14729882.clean.fastq.gz.samSYM.counts	SRR14729883.clean.fastq.gz.samSYM.counts	SRR14729884.clean.fastq.gz.samSYM.counts	SRR14729885.clean.fastq.gz.samSYM.counts	SRR14729886.clean.fastq.gz.samSYM.counts	SRR14729887.clean.fastq.gz.samSYM.counts	SRR14729888.clean.fastq.gz.samSYM.counts	SRR14729891.clean.fastq.gz.samSYM.counts	SRR14729892.clean.fastq.gz.samSYM.counts	
evm.model.scaffold_2790.1	1	2	8	17	2	21	2	4	8	0	1	4	3	3	12	
evm.model.scaffold_2791.1	8	3	16	20	2	26	8	5	6	2	1	7	2	8	25	
evm.model.scaffold_2791.2	1	3	10	17	2	20	11	4	9	0	6	12	0	2	16	
evm.model.scaffold_2792.1	1	2	7	7	0	8	3	2	3	1	1	5	0	4	20	
evm.model.scaffold_2793.1	2	2	12	15	3	18	4	6	9	1	1	3	1	4	18	
evm.model.scaffold_2793.2	0	3	6	5	1	13	3	1	3	1	3	1	2	3	20	
evm.model.scaffold_2794.1	0	0	1	1	1	2	0	0	1	0	0	0	0	1	0	
evm.model.scaffold_2796.1	3	2	2	11	0	7	1	8	3	0	3	2	1	1	11	
evm.model.scaffold_2796.2	2	3	4	8	4	11	2	0	3	0	2	5	0	2	7	
evm.model.scaffold_2797.2	51	28	46	128	88	143	86	40	33	9	60	66	65	45	54	
evm.model.scaffold_2798.1	1	0	0	3	0	0	1	1	1	0	0	1	0	1	1	
evm.model.scaffold_2799.1	8	2	13	15	2	15	5	4	6	0	7	3	1	8	18	
evm.model.scaffold_280.4	5	9	2	18	0	13	3	2	8	3	2	5	0	8	15	
evm.model.scaffold_280.5	0	1	7	9	5	6	2	0	0	0	3	1	0	0	2	
evm.model.scaffold_2800.1	4	2	10	5	6	9	4	4	2	0	1	3	1	2	6	
evm.model.scaffold_2800.2	2	1	2	4	1	9	2	0	2	1	0	3	1	1	13	
evm.model.scaffold_2801.1	1	2	0	4	4	9	6	2	7	0	3	1	0	2	4	
evm.model.scaffold_2802.1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	
evm.model.scaffold_2804.3	2	3	2	7	0	12	2	3	6	2	0	2	0	4	8	
evm.model.scaffold_2804.4	4	2	4	15	1	14	8	5	5	0	2	9	1	5	18	
evm.model.scaffold_2804.5	2	12	29	60	13	49	10	24	10	4	4	28	7	6	55	
evm.model.scaffold_2805.1	14	16	23	61	5	52	17	12	21	4	14	19	5	18	60	
evm.model.scaffold_2806.1	1	0	0	3	1	4	0	0	1	0	0	2	1	0	5	
evm.model.scaffold_2806.2	2	1	7	7	1	0	5	1	15	1	3	5	4	2	10	
evm.model.scaffold_2807.1	6	0	10	14	2	1	2	2	2	2	1	8	2	4	19	
evm.model.scaffold_2808.1	3	1	1	3	2	4	0	3	0	0	0	3	0	2	8	
evm.model.scaffold_2809.1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_281.1	0	0	3	9	1	11	3	0	4	3	3	0	3	4	9	
evm.model.scaffold_281.2	1	0	3	3	1	5	0	0	1	0	0	1	0	2	1	
evm.model.scaffold_281.6	2	5	11	17	6	15	4	2	8	0	4	7	0	4	17	
evm.model.scaffold_2811.1	13	23	29	61	17	117	34	15	52	6	18	37	11	20	106	
evm.model.scaffold_2813.1	0	5	10	12	2	14	4	3	2	0	4	2	1	2	13	
evm.model.scaffold_2814.1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	
evm.model.scaffold_2815.3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	
evm.model.scaffold_2816.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
evm.model.scaffold_2816.2	0	1	5	5	0	1	1	2	7	0	1	2	0	0	2	
evm.model.scaffold_2817.1	8	7	22	36	7	29	8	5	13	3	1	12	16	8	30	
evm.model.scaffold_2817.2	1	6	9	7	4	12	4	2	6	1	1	2	1	7	9	
evm.model.scaffold_2817.3	10	21	36	37	14	66	19	15	37	7	8	24	12	14	45	
evm.model.scaffold_2817.4	35	23	28	48	30	63	39	17	15	8	14	26	26	19	52	
evm.model.scaffold_2817.5	5	14	16	27	18	52	11	7	9	0	8	13	11	17	50	
evm.model.scaffold_2817.6	0	2	1	1	0	2	2	1	0	0	0	0	2	1	2	
evm.model.scaffold_2819.1	0	0	6	6	2	8	1	2	0	1	0	3	0	2	7	
evm.model.scaffold_2819.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_2819.4	10	8	24	26	7	32	11	9	11	1	4	6	4	6	36	
evm.model.scaffold_282.1	4	7	12	20	2	32	13	6	5	0	1	4	2	7	22	
evm.model.scaffold_282.2	0	0	2	6	0	1	1	1	1	0	1	2	0	0	2	
evm.model.scaffold_2820.1	1	2	1	1	3	8	2	2	3	0	0	2	0	0	2	
evm.model.scaffold_2820.2	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1	
evm.model.scaffold_2820.3	1	0	2	0	0	2	0	0	1	0	0	5	0	0	2	
evm.model.scaffold_2821.1	9	14	35	53	19	77	23	14	38	2	14	19	9	17	61	
evm.model.scaffold_2822.1	0	4	10	13	2	8	1	4	3	0	1	5	3	6	15	
evm.model.scaffold_2822.2	2	3	12	8	0	7	3	1	8	2	0	2	0	3	13	
evm.model.scaffold_2823.1	1	2	6	8	1	15	1	4	5	0	0	1	0	2	11	
evm.model.scaffold_2823.2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	
evm.model.scaffold_2823.3	0	0	1	4	0	1	1	2	0	2	0	1	0	0	3	
evm.model.scaffold_2824.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_2824.2	1	2	4	0	0	3	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_2825.1	1	0	1	2	1	2	0	0	1	0	0	0	0	1	1	
evm.model.scaffold_2825.3	3	15	12	30	5	29	6	9	12	0	5	5	7	10	18	
evm.model.scaffold_2825.4	0	0	1	3	1	2	0	1	0	0	1	1	0	0	8	
evm.model.scaffold_2826.1	4	1	4	12	1	10	0	6	7	2	2	5	4	2	14	
evm.model.scaffold_2827.1	3	4	11	17	4	22	3	5	3	5	3	7	3	6	20	
evm.model.scaffold_2828.1	0	4	2	1	1	2	1	0	1	1	1	1	2	4	1	
evm.model.scaffold_2828.2	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_2828.3	2	2	2	6	1	5	0	2	4	1	0	3	3	2	5	
evm.model.scaffold_2829.2	1	0	2	2	0	1	1	1	1	0	0	1	0	0	4	
evm.model.scaffold_2829.3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_2829.4	3	3	7	5	0	14	0	2	5	0	4	4	2	7	12	
evm.model.scaffold_2829.5	6	5	19	16	13	26	21	5	9	2	9	13	3	6	24	
evm.model.scaffold_2830.1	5	7	9	25	5	21	4	11	3	1	0	3	4	3	18	
evm.model.scaffold_2830.2	0	5	12	14	0	22	8	7	5	3	5	19	2	4	19	
evm.model.scaffold_2830.3	0	0	3	12	1	9	4	2	2	1	1	1	1	1	4	
evm.model.scaffold_2830.4	1	2	3	12	2	13	5	5	1	0	1	5	1	3	3	
evm.model.scaffold_2831.1	1	2	3	4	0	3	0	0	0	0	0	2	1	0	7	
evm.model.scaffold_2832.1	1	3	6	9	5	13	1	2	1	0	1	3	0	1	12	
evm.model.scaffold_2832.3	0	3	3	1	0	4	1	4	4	0	0	1	0	2	5	
evm.model.scaffold_2834.1	0	0	0	0	0	2	0	0	1	0	0	1	0	1	1	
evm.model.scaffold_2834.2	3	2	3	9	1	12	8	5	4	0	1	4	0	5	18	
evm.model.scaffold_2835.1	9	6	11	38	27	28	19	13	23	4	12	19	9	22	37	
evm.model.scaffold_2835.2	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	
evm.model.scaffold_2835.3	1	6	11	13	6	24	5	5	8	0	3	6	4	2	18	
evm.model.scaffold_2836.1	5	9	15	20	5	26	15	8	6	3	3	7	3	5	22	
evm.model.scaffold_2838.1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	
evm.model.scaffold_2838.2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_2838.3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	
evm.model.scaffold_2839.2	3	7	14	17	2	24	4	1	3	1	0	7	0	4	13	
evm.model.scaffold_2839.3	2	4	6	8	6	24	5	10	3	1	1	7	1	6	8	
evm.model.scaffold_284.1	0	0	1	1	1	2	1	2	0	0	0	0	0	2	2	
evm.model.scaffold_284.2	2	3	7	9	1	4	4	1	7	1	0	4	1	0	14	
evm.model.scaffold_284.3	4	11	17	20	2	23	5	0	5	2	0	14	3	4	13	
evm.model.scaffold_2840.4	1	1	3	1	0	1	1	4	0	2	0	4	0	1	2	
evm.model.scaffold_2840.5	2	3	9	17	1	9	3	6	4	0	2	7	1	2	21	
evm.model.scaffold_2843.1	2	3	1	2	0	4	0	2	1	0	0	6	0	1	10	
evm.model.scaffold_2846.1	0	4	2	12	0	4	2	3	0	0	6	1	0	0	9	
evm.model.scaffold_2846.2	1	6	7	9	4	16	5	5	3	2	3	5	2	4	9	
evm.model.scaffold_2847.1	2	2	0	9	1	6	1	3	3	0	0	4	0	2	9	
evm.model.scaffold_2847.2	1	1	3	1	1	4	1	0	1	1	0	0	0	0	3	
evm.model.scaffold_2847.3	0	0	2	1	0	3	1	2	0	0	0	1	1	0	4	
evm.model.scaffold_2848.1	2	7	6	13	2	24	5	2	7	2	4	11	5	5	16	
evm.model.scaffold_2848.2	12	33	65	100	22	115	30	31	43	8	16	33	17	27	85	
evm.model.scaffold_2848.3	7	8	22	35	5	30	7	12	4	4	1	6	3	11	27	
evm.model.scaffold_2848.4	3	7	27	55	8	45	12	9	26	6	5	19	2	9	54	
evm.model.scaffold_285.1	14	17	40	62	5	71	11	13	13	1	4	22	11	11	75	
evm.model.scaffold_285.3	17	17	40	69	11	114	41	14	33	0	12	29	22	27	112	
evm.model.scaffold_2850.1	3	4	9	10	0	13	1	0	2	1	1	2	0	4	11	
evm.model.scaffold_2850.2	2	5	7	6	2	11	4	1	4	1	1	8	2	0	13	
evm.model.scaffold_2850.3	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	
evm.model.scaffold_2850.4	5	10	11	47	10	41	15	9	24	7	16	13	6	9	43	
evm.model.scaffold_2851.3	0	1	3	8	1	15	5	2	5	0	0	1	0	3	6	
evm.model.scaffold_2852.1	3	6	9	27	2	18	4	8	7	2	3	10	1	5	26	
evm.model.scaffold_2852.3	11	6	10	13	5	16	15	3	8	7	9	6	7	7	10	
evm.model.scaffold_2852.5	0	3	2	3	1	3	3	1	1	2	0	2	1	1	2	
evm.model.scaffold_2852.6	6	2	11	17	3	19	8	6	13	1	5	5	1	7	14	
evm.model.scaffold_2853.1	0	2	2	5	1	2	1	2	1	0	0	0	6	0	3	
evm.model.scaffold_2854.1	1	0	0	2	0	5	0	0	2	0	0	1	0	0	3	
evm.model.scaffold_2854.2	0	1	0	2	1	1	0	1	0	0	0	0	0	1	1	
evm.model.scaffold_2857.1	0	4	5	8	0	12	4	5	12	1	1	2	1	2	13	
evm.model.scaffold_2858.1	0	1	0	0	1	3	1	0	2	0	0	1	0	0	5	
evm.model.scaffold_2858.2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_2860.1	2	5	6	9	5	12	2	4	7	0	2	3	0	0	8	
evm.model.scaffold_2860.2	1	0	0	3	0	4	1	4	1	0	0	1	0	1	5	
evm.model.scaffold_2861.1	1	6	13	17	1	22	13	7	13	2	5	11	1	7	21	
evm.model.scaffold_2861.2	14	22	61	109	12	101	21	34	44	6	17	36	14	12	125	
evm.model.scaffold_2866.1	0	4	1	3	4	10	4	2	5	1	2	3	0	3	5	
evm.model.scaffold_2866.2	0	0	1	10	1	12	9	3	2	1	2	4	0	6	10	
evm.model.scaffold_2867.1	0	0	0	0	1	5	0	0	0	0	1	0	0	1	2	
evm.model.scaffold_2867.2	0	0	0	1	1	2	0	3	2	0	1	0	0	0	5	
evm.model.scaffold_2869.1	0	2	4	7	0	2	0	2	1	0	1	4	1	1	8	
evm.model.scaffold_2869.2	4	0	3	2	1	4	0	3	0	1	0	0	1	0	3	
evm.model.scaffold_2869.3	9	5	11	20	6	21	6	1	16	2	4	14	2	6	22	
evm.model.scaffold_287.3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	
evm.model.scaffold_2870.1	5	6	12	8	3	19	3	2	5	2	0	9	3	12	19	
evm.model.scaffold_2871.1	0	2	1	2	0	5	1	3	1	2	0	1	0	0	7	
evm.model.scaffold_2871.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
evm.model.scaffold_2871.5	1	3	3	5	1	7	1	2	4	1	1	2	0	3	4	
evm.model.scaffold_2872.1	0	4	2	4	4	13	9	5	1	0	5	4	0	2	4	
evm.model.scaffold_2872.2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	
evm.model.scaffold_2872.3	0	0	5	5	1	9	2	0	2	1	0	0	0	0	8	
evm.model.scaffold_2872.4	4	12	23	26	10	33	7	9	12	2	6	14	4	9	42	
evm.model.scaffold_2872.5	0	0	3	6	1	15	0	4	8	0	0	2	1	0	11	
evm.model.scaffold_2874.1	19	12	11	26	34	39	22	18	17	8	17	24	15	13	34	
evm.model.scaffold_2874.2	1	3	8	3	2	9	1	3	7	0	1	5	0	2	10	
evm.model.scaffold_2874.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	
evm.model.scaffold_2874.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	
evm.model.scaffold_2875.1	2	1	7	9	1	5	2	3	4	0	0	3	0	1	6	
evm.model.scaffold_2875.2	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	
evm.model.scaffold_2875.3	8	15	41	74	22	78	14	17	27	2	10	24	6	14	72	
evm.model.scaffold_2875.4	3	1	4	11	5	15	5	2	10	1	1	1	2	1	11	
evm.model.scaffold_2877.1	0	0	2	1	1	3	0	0	0	0	0	0	1	0	1	
evm.model.scaffold_2877.2	0	0	2	4	1	2	1	0	0	0	0	1	0	0	1	
evm.model.scaffold_2878.1	0	0	0	1	1	2	0	2	0	0	0	2	0	0	1	
evm.model.scaffold_288.1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	
evm.model.scaffold_2880.1	25	22	48	113	63	123	66	27	39	10	41	42	41	19	113	
evm.model.scaffold_2881.1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_2882.1	5	2	15	13	3	23	9	7	3	3	3	3	0	5	14	
evm.model.scaffold_2883.1	6	5	12	12	2	15	6	3	4	0	0	3	2	1	8	
evm.model.scaffold_2883.2	1	2	4	6	1	4	1	0	4	0	0	2	2	0	5	
evm.model.scaffold_2883.3	4	1	6	6	3	18	3	0	8	0	1	2	1	0	6	
evm.model.scaffold_2884.1	0	0	0	2	0	2	0	0	0	0	1	1	0	0	1	
evm.model.scaffold_2885.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_2885.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_2886.1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	
evm.model.scaffold_2888.2	1	3	10	19	4	27	3	4	16	5	3	4	1	3	21	
evm.model.scaffold_2889.1	4	4	13	21	5	22	3	9	14	3	1	5	3	4	25	
evm.model.scaffold_2889.2	3	0	3	5	2	4	0	1	4	0	1	3	1	2	7	
evm.model.scaffold_2889.3	1	1	2	3	1	4	0	0	3	0	0	1	0	1	6	
evm.model.scaffold_289.3	5	10	17	16	2	18	5	6	2	2	2	5	5	2	24	
evm.model.scaffold_289.4	0	0	1	2	1	1	0	0	0	0	0	0	2	0	4	
evm.model.scaffold_2891.1	0	0	1	1	0	2	0	0	5	0	0	0	0	0	5	
evm.model.scaffold_2893.1	1	4	8	9	2	11	6	1	2	1	1	3	1	5	17	
evm.model.scaffold_2894.1	69	38	58	74	106	150	54	39	36	21	46	69	109	51	125	
evm.model.scaffold_2895.1	1	4	8	10	1	13	2	2	3	0	1	6	0	1	14	
evm.model.scaffold_2896.1	1	3	3	9	0	16	1	2	1	0	3	8	6	3	10	
evm.model.scaffold_2896.2	0	1	0	4	1	7	2	1	5	0	0	2	0	0	2	
evm.model.scaffold_2896.3	0	0	0	2	0	3	1	0	2	0	0	1	0	2	4	
evm.model.scaffold_2896.4	6	5	8	17	6	19	4	11	3	1	2	7	1	1	24	
evm.model.scaffold_2896.5	1	1	10	23	5	17	6	8	6	0	3	4	0	0	8	
evm.model.scaffold_2896.6	3	4	7	6	3	6	2	1	11	0	1	3	4	1	14	
evm.model.scaffold_2896.7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
evm.model.scaffold_2896.9	7	9	17	36	8	33	3	11	7	1	3	6	3	4	23	
evm.model.scaffold_2897.1	0	2	0	3	0	1	0	1	1	1	1	3	2	1	3	
evm.model.scaffold_2897.2	1	3	7	11	1	12	3	1	3	1	5	6	3	0	17	
evm.model.scaffold_2899.1	3	8	16	46	9	33	10	8	23	3	5	8	1	6	31	
evm.model.scaffold_2899.2	4	0	9	5	0	5	2	2	5	0	0	6	0	3	11	
evm.model.scaffold_2899.3	0	0	1	4	1	3	2	0	0	1	0	1	0	1	4	
evm.model.scaffold_2899.4	8	16	48	62	20	81	35	14	35	5	16	17	17	18	77	
evm.model.scaffold_29.1	0	4	3	4	3	11	5	0	5	0	2	6	2	4	6	
evm.model.scaffold_2900.2	14	18	36	43	37	56	35	7	21	6	24	16	15	10	51	
evm.model.scaffold_2902.2	2	1	1	5	2	8	5	0	3	0	4	4	0	1	5	
evm.model.scaffold_2902.4	0	0	0	0	0	2	2	0	0	0	0	1	0	0	2	
evm.model.scaffold_2902.5	5	7	20	33	5	41	5	6	15	6	5	12	9	7	24	
evm.model.scaffold_2902.7	2	2	5	3	3	4	2	2	4	0	0	0	0	3	8	
evm.model.scaffold_2904.1	0	0	0	2	2	2	0	0	2	1	0	2	0	0	2	
evm.model.scaffold_2905.1	0	2	0	7	0	1	0	0	1	0	0	2	1	1	2	
evm.model.scaffold_2905.2	0	2	2	1	0	3	0	0	0	0	1	0	0	0	2	
evm.model.scaffold_2905.3	1	0	6	5	3	6	2	1	3	0	0	3	0	1	2	
evm.model.scaffold_2906.1	8	14	14	50	8	50	10	10	12	1	1	18	7	8	55	
evm.model.scaffold_2906.2	5	2	10	19	6	17	12	5	12	2	3	4	8	4	25	
evm.model.scaffold_2906.3	0	0	1	0	1	3	1	1	1	1	1	0	1	0	4	
evm.model.scaffold_2907.4	1	0	0	4	1	4	2	0	2	1	0	2	2	1	5	
evm.model.scaffold_2908.2	5	11	27	49	10	52	17	19	14	4	4	22	2	8	43	
evm.model.scaffold_2909.2	1	2	1	7	1	1	0	2	1	2	2	1	3	2	2	
evm.model.scaffold_2909.3	0	0	0	1	1	2	0	0	1	0	1	2	1	2	2	
evm.model.scaffold_291.1	0	0	2	8	1	1	0	1	5	1	0	3	0	3	8	
evm.model.scaffold_2910.1	5	6	12	13	1	18	2	0	10	2	1	5	3	4	16	
evm.model.scaffold_2911.1	1	1	2	4	1	7	1	0	1	0	3	2	0	0	3	
evm.model.scaffold_2913.1	0	3	2	1	0	3	9	1	2	1	2	0	0	3	7	
evm.model.scaffold_2913.2	5	2	3	5	2	14	7	2	8	2	6	4	6	4	11	
evm.model.scaffold_2914.4	2	10	57	75	24	85	9	16	6	2	10	27	8	14	72	
evm.model.scaffold_2914.5	7	16	34	50	5	89	28	10	27	5	15	29	4	12	71	
evm.model.scaffold_2914.6	2	4	6	5	1	5	1	0	4	1	1	2	2	1	12	
evm.model.scaffold_2916.1	5	4	10	8	4	17	5	6	8	5	6	8	0	7	27	
evm.model.scaffold_2916.2	38	46	85	98	51	199	79	26	76	9	46	104	51	37	157	
evm.model.scaffold_2916.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_2918.1	2	6	5	12	1	10	3	0	3	1	2	3	0	0	5	
evm.model.scaffold_2918.2	1	0	2	6	1	6	4	1	0	1	0	2	1	2	7	
evm.model.scaffold_2919.1	4	3	5	4	7	7	8	2	6	3	3	2	1	1	7	
evm.model.scaffold_2920.1	2	0	5	10	5	16	2	1	8	0	1	4	3	2	24	
evm.model.scaffold_2920.2	0	0	3	6	0	9	4	0	1	1	0	4	0	1	3	
evm.model.scaffold_2920.3	4	5	6	14	2	6	6	2	5	0	0	3	0	3	13	
evm.model.scaffold_2921.1	8	3	16	15	6	20	12	10	10	2	6	11	9	0	11	
evm.model.scaffold_2922.1	28	27	29	52	22	89	74	18	24	15	27	44	37	30	78	
evm.model.scaffold_2923.1	0	1	4	3	0	8	1	1	1	0	0	1	1	4	7	
evm.model.scaffold_2925.1	1	0	7	1	0	5	1	0	2	0	1	0	0	0	9	
evm.model.scaffold_2925.2	1	0	4	4	0	6	1	0	1	0	1	1	1	1	13	
evm.model.scaffold_2929.1	3	1	3	2	3	7	2	1	0	3	1	0	0	0	9	
evm.model.scaffold_2929.2	0	1	0	2	0	1	0	1	0	0	0	0	0	0	1	
evm.model.scaffold_293.1	170	69	209	242	213	338	148	164	203	222	197	166	82	138	151	
evm.model.scaffold_2930.1	0	1	1	6	1	6	1	0	2	0	0	2	0	0	7	
evm.model.scaffold_2934.1	4	6	10	7	3	9	3	2	2	1	0	5	0	1	5	
evm.model.scaffold_2936.1	1	4	13	22	4	18	1	6	9	6	2	7	0	6	27	
evm.model.scaffold_2942.2	3	5	7	9	0	12	5	5	9	0	4	4	3	5	19	
evm.model.scaffold_2943.3	1	0	5	1	0	5	4	0	5	1	2	0	1	3	2	
evm.model.scaffold_2943.4	1	2	2	2	0	1	3	2	0	1	0	0	0	1	5	
evm.model.scaffold_2943.5	2	2	4	14	2	6	0	0	1	0	0	2	0	2	7	
evm.model.scaffold_2943.6	0	1	7	5	0	3	0	0	1	0	3	4	1	1	3	
evm.model.scaffold_2945.1	0	0	3	1	1	3	1	3	2	0	0	1	0	0	2	
evm.model.scaffold_2945.2	0	0	1	3	0	2	4	0	1	0	0	3	0	0	3	
evm.model.scaffold_2945.3	1	0	1	2	1	4	1	2	2	1	0	1	1	1	3	
evm.model.scaffold_2946.2	5	10	18	25	3	29	5	6	25	3	6	14	3	15	27	
evm.model.scaffold_2950.1	0	0	3	9	1	3	0	3	1	1	0	0	0	1	2	
evm.model.scaffold_2950.2	1	0	2	6	1	4	4	0	2	0	1	0	0	1	8	
evm.model.scaffold_2951.1	9	10	11	37	13	43	4	20	8	3	4	12	4	6	48	
evm.model.scaffold_2954.1	0	1	1	7	1	8	2	1	2	1	3	0	2	1	12	
evm.model.scaffold_2955.1	0	1	0	1	1	2	0	0	1	0	0	1	0	1	0	
evm.model.scaffold_2958.1	0	0	1	2	0	3	0	1	1	0	0	0	1	0	3	
evm.model.scaffold_2959.1	0	4	12	16	10	10	3	15	9	1	2	5	2	8	26	
evm.model.scaffold_2959.2	0	0	4	2	2	4	0	2	2	0	0	1	0	0	8	
evm.model.scaffold_296.1	0	0	3	2	0	5	1	0	1	0	0	0	0	1	2	
evm.model.scaffold_2960.1	2	4	6	12	3	13	3	5	5	0	1	1	0	4	9	
evm.model.scaffold_2963.1	0	0	2	0	1	2	0	0	1	0	0	0	0	1	2	
evm.model.scaffold_2963.2	2	3	3	12	5	22	4	4	7	2	3	5	0	1	25	
evm.model.scaffold_2963.3	2	1	6	8	1	8	1	0	4	0	1	1	4	3	12	
evm.model.scaffold_2965.2	9	11	17	35	14	56	18	8	10	2	18	12	7	9	41	
evm.model.scaffold_2967.1	0	4	2	11	0	9	2	2	3	0	3	1	1	4	9	
evm.model.scaffold_2969.1	0	3	2	3	0	6	4	2	3	0	1	0	0	0	2	
evm.model.scaffold_2969.2	2	2	12	13	1	10	2	1	14	1	4	3	2	3	17	
evm.model.scaffold_297.1	4	19	19	46	13	75	18	20	36	4	7	14	7	10	58	
evm.model.scaffold_297.2	9	7	19	18	6	42	18	6	27	1	5	17	4	7	27	
evm.model.scaffold_297.3	2	11	17	30	4	34	11	11	20	3	10	16	6	7	42	
evm.model.scaffold_297.4	5	6	19	35	8	33	8	15	12	3	7	17	5	10	40	
evm.model.scaffold_2970.1	0	2	3	5	3	8	0	0	4	0	0	5	2	2	7	
evm.model.scaffold_2971.3	0	6	20	34	3	29	6	7	4	1	2	2	3	8	22	
evm.model.scaffold_2971.4	2	2	11	13	4	24	3	8	2	1	2	9	2	3	14	
evm.model.scaffold_2972.1	1	3	3	3	0	3	0	1	2	0	0	4	0	1	8	
evm.model.scaffold_2972.2	1	1	2	5	1	6	0	2	0	0	0	1	0	0	3	
evm.model.scaffold_2972.3	4	7	10	13	5	19	4	8	15	1	1	4	0	4	21	
evm.model.scaffold_2973.1	0	1	4	6	1	8	0	1	1	0	0	3	1	0	4	
evm.model.scaffold_2973.2	1	0	0	6	1	3	1	0	0	0	0	2	0	3	2	
evm.model.scaffold_2975.1	2	7	12	21	3	25	3	5	10	0	4	5	3	8	26	
evm.model.scaffold_2977.1	1	2	2	5	0	4	0	1	2	0	0	2	1	2	5	
evm.model.scaffold_2977.4	0	2	3	3	1	9	1	3	5	1	5	4	0	1	3	
evm.model.scaffold_2978.1	5	0	7	7	2	8	1	3	5	0	3	6	1	5	7	
evm.model.scaffold_298.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
evm.model.scaffold_2980.2	4	3	2	6	1	8	3	1	3	0	0	1	2	3	6	
evm.model.scaffold_2981.1	0	0	1	2	0	3	2	0	1	0	0	1	0	1	4	
evm.model.scaffold_2982.1	1	3	5	4	1	5	2	0	1	0	0	8	1	2	12	
evm.model.scaffold_2982.2	8	14	15	59	12	80	20	10	9	5	8	21	5	9	81	
evm.model.scaffold_2982.3	2	3	6	12	4	23	5	1	4	0	1	9	0	6	15	
evm.model.scaffold_2982.4	12	33	34	79	12	109	29	19	34	8	14	37	16	15	111	
evm.model.scaffold_2982.5	1	7	13	18	2	33	11	2	6	1	3	3	7	2	12	
evm.model.scaffold_2982.6	16	11	25	44	9	64	14	13	16	5	12	14	7	13	62	
evm.model.scaffold_2984.1	2	2	2	4	1	3	0	1	0	0	0	3	0	0	3	
evm.model.scaffold_2984.4	0	3	1	1	0	2	0	1	1	0	0	0	0	3	1	
evm.model.scaffold_2985.4	1	1	4	2	2	5	0	0	0	0	2	2	1	1	9	
evm.model.scaffold_2985.5	1	2	2	6	2	7	1	0	5	1	2	2	0	1	7	
evm.model.scaffold_2985.6	1	1	10	12	0	5	1	0	3	0	0	3	2	3	12	
evm.model.scaffold_2986.4	2	9	15	21	4	23	3	3	9	0	3	15	2	3	33	
evm.model.scaffold_2987.1	0	1	1	3	1	1	1	0	2	0	2	0	0	1	4	
evm.model.scaffold_2987.2	0	4	3	4	1	6	0	1	1	1	1	1	0	0	5	
evm.model.scaffold_2987.3	0	1	0	3	0	5	1	3	1	0	1	10	3	0	9	
evm.model.scaffold_2987.5	1	2	0	2	1	2	0	0	0	0	0	0	0	0	2	
evm.model.scaffold_2987.7	0	1	1	4	0	4	0	0	0	0	1	0	0	0	2	
evm.model.scaffold_2987.8	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	
evm.model.scaffold_2988.1	1	2	3	6	0	5	1	2	2	0	0	2	0	1	2	
