	SRR14729874.clean.fastq.gz.sam.counts	SRR14729875.clean.fastq.gz.sam.counts	SRR14729876.clean.fastq.gz.sam.counts	SRR14729877.clean.fastq.gz.sam.counts	SRR14729879.clean.fastq.gz.sam.counts	SRR14729880.clean.fastq.gz.sam.counts	SRR14729882.clean.fastq.gz.sam.counts	SRR14729883.clean.fastq.gz.sam.counts	SRR14729884.clean.fastq.gz.sam.counts	SRR14729885.clean.fastq.gz.sam.counts	SRR14729886.clean.fastq.gz.sam.counts	SRR14729887.clean.fastq.gz.sam.counts	SRR14729888.clean.fastq.gz.sam.counts	SRR14729891.clean.fastq.gz.sam.counts	SRR14729892.clean.fastq.gz.sam.counts	
Porites_compressa_HIv1___RNAseq.g2588.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
Porites_compressa_HIv1___RNAseq.g25880.t1	194	56	125	195	171	229	113	102	122	125	306	147	190	118	216	
Porites_compressa_HIv1___RNAseq.g25881.t1	221	320	288	803	753	748	725	132	358	149	994	510	248	366	465	
Porites_compressa_HIv1___RNAseq.g25882.t1	16	20	12	5	15	7	25	2	4	15	32	2	10	5	7	
Porites_compressa_HIv1___RNAseq.g25883.t1	0	0	2	0	1	7	0	0	6	0	0	0	2	0	0	
Porites_compressa_HIv1___RNAseq.g25884.t1	183	53	75	76	86	108	98	40	61	69	103	85	48	55	108	
Porites_compressa_HIv1___RNAseq.g25885.t1	36	3	49	34	46	50	6	24	5	5	17	7	21	330	58	
Porites_compressa_HIv1___RNAseq.g25886.t1	312	502	403	677	793	1465	738	172	1092	217	762	534	273	308	441	
Porites_compressa_HIv1___RNAseq.g25887.t1	43	13	27	52	28	63	37	24	44	31	28	24	37	21	16	
Porites_compressa_HIv1___RNAseq.g25888.t1	49	13	74	74	20	80	49	18	104	15	42	17	47	19	55	
Porites_compressa_HIv1___RNAseq.g25889.t1	228	114	780	129	3	281	3	158	404	117	1	5	308	37	136	
Porites_compressa_HIv1___RNAseq.g2589.t1a	1	0	1	1	0	0	0	0	1	1	1	0	0	0	2	
Porites_compressa_HIv1___RNAseq.g2589.t1b	2	4	9	7	3	7	1	8	0	4	4	1	8	3	10	
Porites_compressa_HIv1___RNAseq.g25891.t1	62	23	73	69	45	118	37	37	46	36	30	43	24	49	56	
Porites_compressa_HIv1___RNAseq.g25892.t1	198	57	160	163	107	319	140	93	265	125	115	113	171	100	109	
Porites_compressa_HIv1___RNAseq.g25893.t1	2968	1616	10308	22494	2187	2342	6842	2273	5044	3169	3891	2799	2444	18746	1702	
Porites_compressa_HIv1___RNAseq.g25894.t1	2088	549	8930	24129	2192	2719	7971	1713	3683	2146	4216	2407	2010	14581	1797	
Porites_compressa_HIv1___RNAseq.g25895.t1	91	39	145	528	107	180	130	65	85	82	183	101	169	254	90	
Porites_compressa_HIv1___RNAseq.g25896.t1	293	50	683	9557	366	835	782	233	437	156	343	416	276	10262	292	
Porites_compressa_HIv1___RNAseq.g25897.t1	44	1	29	1530	0	5	48	11	0	13	0	2	15	761	2	
Porites_compressa_HIv1___RNAseq.g25898.t1	57	22	113	95	44	85	373	35	113	116	93	76	37	69	47	
Porites_compressa_HIv1___RNAseq.g25899.t1	199	52	350	1004	118	164	633	141	205	218	240	89	113	735	136	
Porites_compressa_HIv1___RNAseq.g259.t1	593	51	258	231	403	568	216	89	365	211	224	191	198	126	223	
Porites_compressa_HIv1___RNAseq.g25900.t1	0	0	2	1	0	0	0	1	0	0	0	1	0	0	0	
Porites_compressa_HIv1___RNAseq.g25901.t1	2	0	3	4	0	3	0	3	0	2	1	2	0	3	1	
Porites_compressa_HIv1___RNAseq.g25902.t1	2	0	26	60	18	27	1	10	7	2	5	3	1	17	34	
Porites_compressa_HIv1___RNAseq.g25906.t1	741	0	276	7078	117	319	5	71	140	3	198	3	97	4366	379	
Porites_compressa_HIv1___RNAseq.g25907.t1	0	0	0	10	3	1	0	1	2	0	5	0	0	4	2	
Porites_compressa_HIv1___RNAseq.g25908.t1	0	0	0	2	3	0	1	2	1	0	2	1	0	1	0	
Porites_compressa_HIv1___RNAseq.g25909.t1	0	0	2	3	0	1	0	3	0	0	0	0	0	1	2	
Porites_compressa_HIv1___RNAseq.g2591.t1	257	105	234	189	214	440	246	179	399	206	163	222	202	115	217	
Porites_compressa_HIv1___RNAseq.g25910.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Porites_compressa_HIv1___RNAseq.g25911.t1	373	71	2462	22245	823	1263	1241	787	1108	303	1496	928	715	10720	769	
Porites_compressa_HIv1___RNAseq.g25912.t1	147	45	145	359	331	291	201	111	336	185	331	215	205	181	294	
Porites_compressa_HIv1___RNAseq.g25913.t1	454	84	1171	5716	364	983	845	379	529	328	485	449	429	3460	330	
Porites_compressa_HIv1___RNAseq.g25914.t1	558	180	2865	9166	301	665	817	466	361	298	230	349	347	6096	723	
Porites_compressa_HIv1___RNAseq.g25915.t1	289	48	84	322	325	638	198	85	210	224	394	314	135	130	232	
Porites_compressa_HIv1___RNAseq.g25916.t1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	3	
Porites_compressa_HIv1___RNAseq.g25917.t1	232	80	162	418	291	346	241	158	311	185	283	213	188	197	243	
Porites_compressa_HIv1___RNAseq.g25918.t1	18	8	16	10	4	26	8	15	1	9	10	11	1	19	11	
Porites_compressa_HIv1___RNAseq.g25919.t1	423	86	572	1407	287	337	287	266	407	224	245	203	348	883	371	
Porites_compressa_HIv1___RNAseq.g25921.t1	107	98	52	201	80	122	14	40	133	107	18	42	120	46	55	
Porites_compressa_HIv1___RNAseq.g25922.t1	625	286	942	1409	887	912	782	573	1292	693	1210	703	726	694	477	
Porites_compressa_HIv1___RNAseq.g25923.t1	179	74	192	176	173	210	232	114	220	136	237	142	109	117	150	
Porites_compressa_HIv1___RNAseq.g25925.t2	521	59	536	712	242	602	407	301	392	166	433	370	217	172	455	
Porites_compressa_HIv1___RNAseq.g25926.t1	679	242	1023	1736	1064	1187	1146	580	1756	1124	1404	761	820	1021	464	
Porites_compressa_HIv1___RNAseq.g25927.t1	33	7	56	33	48	34	29	39	46	30	46	23	33	26	32	
Porites_compressa_HIv1___RNAseq.g25931.t1	1	2	0	1	1	42	0	5	1	1	3	11	1	0	1	
Porites_compressa_HIv1___RNAseq.g25933.t1	3	1	4	18	5	15	11	13	0	3	15	11	4	12	8	
Porites_compressa_HIv1___RNAseq.g25935.t1	755	277	1092	1278	793	1150	1060	435	611	389	1344	871	601	538	967	
Porites_compressa_HIv1___RNAseq.g25937.t1	511	226	520	453	499	265	303	205	379	339	284	215	510	334	385	
Porites_compressa_HIv1___RNAseq.g25938.t1	0	0	0	1	1	0	2	2	1	0	0	0	0	0	3	
Porites_compressa_HIv1___RNAseq.g25939.t1	175	44	121	203	90	195	84	88	230	59	146	46	110	70	192	
Porites_compressa_HIv1___RNAseq.g25940.t1	528	221	406	529	550	629	599	200	655	343	440	307	323	268	426	
Porites_compressa_HIv1___RNAseq.g25941.t1	471	162	335	445	369	521	613	337	589	248	472	309	401	255	353	
Porites_compressa_HIv1___RNAseq.g25942.t1	135	52	111	85	165	154	124	77	122	56	78	66	67	90	87	
Porites_compressa_HIv1___RNAseq.g25943.t1	0	0	5	2	1	10	0	3	0	0	1	0	4	1	2	
Porites_compressa_HIv1___RNAseq.g25944.t1	279	121	254	362	305	476	352	133	394	212	429	304	254	221	349	
Porites_compressa_HIv1___RNAseq.g25945.t1	16	2	3	2	1	7	0	2	1	2	1	0	0	0	1	
Porites_compressa_HIv1___RNAseq.g25947.t1	99	45	83	68	70	86	172	43	125	71	111	65	52	44	63	
Porites_compressa_HIv1___RNAseq.g25948.t1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g25949.t1	116	21	69	55	129	96	87	35	103	82	58	113	49	56	38	
Porites_compressa_HIv1___RNAseq.g25950.t1	340	90	177	270	187	252	187	120	437	185	158	145	181	90	239	
Porites_compressa_HIv1___RNAseq.g25951.t1	129	40	95	306	98	373	137	90	140	86	199	78	84	104	136	
Porites_compressa_HIv1___RNAseq.g25952.t1	59	10	47	146	39	170	51	24	52	29	102	50	57	32	47	
Porites_compressa_HIv1___RNAseq.g25953.t1	130	42	149	341	150	294	115	103	136	55	192	91	124	120	162	
Porites_compressa_HIv1___RNAseq.g25954.t1	1108	340	819	1738	1031	1451	1120	617	1112	657	1398	956	899	942	1038	
Porites_compressa_HIv1___RNAseq.g25955.t1	91	27	52	55	81	74	68	29	60	51	87	47	74	51	49	
Porites_compressa_HIv1___RNAseq.g25957.t1	2	3	8	3	20	15	6	8	13	38	2	29	11	4	15	
Porites_compressa_HIv1___RNAseq.g25958.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	
Porites_compressa_HIv1___RNAseq.g25959.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	
Porites_compressa_HIv1___RNAseq.g2596.t1	92	0	139	95	12	1	0	4	155	65	239	4	2	71	13	
Porites_compressa_HIv1___RNAseq.g25961.t1	0	0	2	20	0	1	10	1	0	0	1	0	11	2	4	
Porites_compressa_HIv1___RNAseq.g25966.t1	0	5	1	0	1	161	73	8	5	4	2	0	0	0	28	
Porites_compressa_HIv1___RNAseq.g25967.t1	2	2	3	2	0	1	2	2	0	0	1	9	1	0	0	
Porites_compressa_HIv1___RNAseq.g25969.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g2597.t1	1	2	4	5	4	0	1	4	2	2	1	0	0	0	3	
Porites_compressa_HIv1___RNAseq.g25970.t1	490	237	420	1954	828	1351	759	209	56	22	216	332	64	200	189	
Porites_compressa_HIv1___RNAseq.g25971.t1	2	0	2	0	0	0	0	1	0	0	0	0	0	2	0	
Porites_compressa_HIv1___RNAseq.g25972.t1	0	1	2	1	0	2	0	0	0	1	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g25973.t1	60	11	16	131	39	90	20	22	10	5	21	24	9	33	15	
Porites_compressa_HIv1___RNAseq.g25974.t1	3	0	7	6	5	15	5	1	7	5	0	2	2	2	4	
Porites_compressa_HIv1___RNAseq.g25976.t1	0	1	0	6	0	4	0	2	0	0	0	0	0	3	0	
Porites_compressa_HIv1___RNAseq.g25977.t1	8	0	133	2847	8	6	108	4	4	3	4	4	3	2556	4	
Porites_compressa_HIv1___RNAseq.g25978.t1	1	0	1	4	0	0	0	0	0	0	0	0	0	4	0	
Porites_compressa_HIv1___RNAseq.g25980.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g25981.t1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	
Porites_compressa_HIv1___RNAseq.g25983.t1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g25988.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g25989.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g25990.t1	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g25991.t1	1	1	1	4	1	0	0	6	0	0	0	1	0	1	2	
Porites_compressa_HIv1___RNAseq.g25996.t1	40	14	40	22	27	54	37	16	37	27	65	33	43	10	27	
Porites_compressa_HIv1___RNAseq.g25997.t1	425	209	402	849	554	830	572	328	746	445	855	456	426	527	649	
Porites_compressa_HIv1___RNAseq.g25998.t1	0	0	3	7	1	4	2	0	1	0	1	3	0	2	2	
Porites_compressa_HIv1___RNAseq.g25999.t1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	
Porites_compressa_HIv1___RNAseq.g26.t1	27	3	4	0	31	0	9	0	0	19	2	0	16	0	3	
Porites_compressa_HIv1___RNAseq.g260.t1	61	95	161	70	21	32	70	30	249	101	37	11	221	15	76	
Porites_compressa_HIv1___RNAseq.g2600.t1	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	
Porites_compressa_HIv1___RNAseq.g26000.t1	92	45	81	150	76	127	219	74	130	18	120	78	37	77	50	
Porites_compressa_HIv1___RNAseq.g26001.t1	75	24	66	104	96	121	143	40	80	79	85	61	67	81	75	
Porites_compressa_HIv1___RNAseq.g26002.t1	61	24	35	49	67	55	42	39	89	40	33	39	43	37	45	
Porites_compressa_HIv1___RNAseq.g26003.t1	12	2	4	23	9	12	11	6	14	3	7	8	9	8	7	
Porites_compressa_HIv1___RNAseq.g26005.t1	17	3	3	5	7	7	4	1	11	2	9	1	7	2	8	
Porites_compressa_HIv1___RNAseq.g26006.t1	54	4	21	22	18	26	30	10	23	7	37	11	26	13	28	
Porites_compressa_HIv1___RNAseq.g26008.t1a	2	0	5	4	7	3	1	0	0	2	1	1	1	1	4	
Porites_compressa_HIv1___RNAseq.g26008.t1c	33	7	19	5	9	23	12	7	21	11	36	12	18	9	18	
Porites_compressa_HIv1___RNAseq.g26009.t1	69	13	48	79	48	68	60	27	43	11	31	32	17	41	48	
Porites_compressa_HIv1___RNAseq.g2601.t1	0	0	0	0	1	0	0	0	0	0	2	4	1	4	0	
Porites_compressa_HIv1___RNAseq.g26011.t3	201	65	96	154	99	271	207	90	193	98	154	124	126	61	166	
Porites_compressa_HIv1___RNAseq.g26012.t1	127	44	86	76	151	146	92	32	133	56	82	74	120	66	77	
Porites_compressa_HIv1___RNAseq.g26013.t2	2811	1120	3203	2393	1858	2830	1900	1779	2778	1568	2655	2529	2038	1310	1802	
Porites_compressa_HIv1___RNAseq.g26014.t1	68	25	58	120	94	97	106	31	84	48	111	68	69	81	61	
Porites_compressa_HIv1___RNAseq.g26015.t1	46	17	59	65	61	66	85	18	39	32	42	33	68	24	72	
Porites_compressa_HIv1___RNAseq.g26016.t1	124	30	46	72	172	86	149	53	107	83	57	66	72	46	152	
Porites_compressa_HIv1___RNAseq.g26017.t1	110	8	65	65	198	47	46	49	95	97	53	59	61	33	104	
Porites_compressa_HIv1___RNAseq.g26018.t1	88	5	71	145	42	592	83	41	21	27	48	51	44	85	72	
Porites_compressa_HIv1___RNAseq.g26019.t1	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g26020.t1	217	115	242	252	332	495	299	198	347	244	220	335	266	203	355	
Porites_compressa_HIv1___RNAseq.g26022.t1	466	92	338	479	286	597	518	222	369	220	423	296	252	309	323	
Porites_compressa_HIv1___RNAseq.g26024.t1	504	195	376	421	456	453	450	208	685	299	574	269	277	246	258	
Porites_compressa_HIv1___RNAseq.g26025.t1	37	24	64	204	38	94	85	33	83	27	112	67	57	37	132	
Porites_compressa_HIv1___RNAseq.g26026.t1	319	157	307	388	333	366	376	162	399	258	381	260	352	229	262	
Porites_compressa_HIv1___RNAseq.g26027.t1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g26028.t1	7	0	0	5	2	8	1	1	0	0	0	1	1	1	5	
Porites_compressa_HIv1___RNAseq.g26029.t1	11	3	19	7	12	7	15	4	36	23	7	4	13	3	11	
Porites_compressa_HIv1___RNAseq.g2603.t1	9	7	1	2	4	5	3	1	8	16	9	0	0	1	6	
Porites_compressa_HIv1___RNAseq.g26030.t1	145	44	120	155	150	202	199	78	161	105	58	131	83	57	137	
Porites_compressa_HIv1___RNAseq.g26032.t1	2	0	1	6	0	0	4	0	1	0	2	1	2	1	0	
Porites_compressa_HIv1___RNAseq.g26033.t1	129	56	117	193	145	226	224	116	175	149	177	115	130	133	112	
Porites_compressa_HIv1___RNAseq.g26034.t1	47	38	56	136	21	119	77	39	46	44	26	39	58	33	111	
Porites_compressa_HIv1___RNAseq.g26035.t1	179	239	401	459	470	450	374	258	879	739	583	397	280	209	311	
Porites_compressa_HIv1___RNAseq.g26036.t1	78	26	49	41	37	88	55	44	69	67	51	30	70	21	52	
Porites_compressa_HIv1___RNAseq.g26037.t1	46	12	22	17	19	23	22	8	19	12	7	8	11	7	7	
Porites_compressa_HIv1___RNAseq.g26038.t1	110	29	105	67	67	190	113	92	96	123	58	55	80	21	100	
Porites_compressa_HIv1___RNAseq.g26039.t1	65	51	98	49	90	85	50	29	89	94	91	39	91	21	34	
Porites_compressa_HIv1___RNAseq.g2604.t1	4	0	2	0	1	2	0	2	2	4	5	2	1	0	3	
Porites_compressa_HIv1___RNAseq.g26041.t1	91	28	102	146	95	213	214	69	168	60	117	102	54	72	110	
Porites_compressa_HIv1___RNAseq.g26042.t1	118	42	81	287	88	103	95	38	186	31	166	187	27	99	90	
Porites_compressa_HIv1___RNAseq.g26043.t1	9	6	16	45	19	17	7	4	18	1	37	31	7	10	10	
Porites_compressa_HIv1___RNAseq.g26045.t1	1	2	1	4	0	1	0	0	4	2	11	4	1	1	0	
Porites_compressa_HIv1___RNAseq.g26046.t1	0	0	3	1	1	0	1	2	1	0	11	0	2	1	0	
Porites_compressa_HIv1___RNAseq.g26047.t1	8	3	6	35	8	7	6	3	10	6	36	12	17	0	2	
Porites_compressa_HIv1___RNAseq.g26048.t1	71	23	59	145	81	46	46	23	97	41	128	68	38	3	31	
Porites_compressa_HIv1___RNAseq.g26049.t1	0	0	21	13	16	3	13	22	0	1	3	3	1	3	6	
Porites_compressa_HIv1___RNAseq.g2605.t1	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	
Porites_compressa_HIv1___RNAseq.g26050.t1	0	2	0	3	20	0	1	8	0	0	3	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g26051.t1	1	0	9	2	13	0	2	21	2	0	4	0	1	0	1	
Porites_compressa_HIv1___RNAseq.g26053.t1	20	4	20	12	26	28	25	16	15	40	26	3	12	9	25	
Porites_compressa_HIv1___RNAseq.g26056.t1	2	0	0	2	0	1	0	1	0	0	0	0	0	1	0	
Porites_compressa_HIv1___RNAseq.g26057.t1	1	0	6	6	6	15	13	3	4	2	3	16	1	4	7	
Porites_compressa_HIv1___RNAseq.g26059.t1	18	1	2	2	7	5	0	3	5	6	1	9	6	5	6	
Porites_compressa_HIv1___RNAseq.g2606.t1	1	1	3	2	0	0	2	2	0	1	0	0	2	1	1	
Porites_compressa_HIv1___RNAseq.g26061.t1	13	0	8	2	27	51	3	2	39	3	26	9	6	2	21	
Porites_compressa_HIv1___RNAseq.g26062.t1	0	0	1	4	0	1	0	0	0	0	1	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g26064.t1	3	0	0	5	4	3	7	0	0	0	3	1	3	0	0	
Porites_compressa_HIv1___RNAseq.g26065.t1	6	2	1	11	0	3	1	6	3	0	8	1	0	0	2	
Porites_compressa_HIv1___RNAseq.g26066.t1	5	2	0	8	0	0	2	0	0	0	1	1	0	0	0	
Porites_compressa_HIv1___RNAseq.g26067.t1	6	5	19	41	191	15	7	27	11	1	36	67	74	3	5	
Porites_compressa_HIv1___RNAseq.g26068.t1	252	156	367	31	771	1119	105	534	1258	132	799	594	843	22	310	
Porites_compressa_HIv1___RNAseq.g26069.t1	0	3	0	21	1	2	1	0	1	2	0	0	5	2	9	
Porites_compressa_HIv1___RNAseq.g2607.t1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	
Porites_compressa_HIv1___RNAseq.g26070.t1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g26071.t1	1	0	0	7	54	2	2	0	1	0	8	42	22	0	3	
Porites_compressa_HIv1___RNAseq.g26072.t1	5	9	25	5	53	46	3	30	65	8	52	56	61	3	13	
Porites_compressa_HIv1___RNAseq.g26073.t1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	
Porites_compressa_HIv1___RNAseq.g26075.t1	107	25	103	232	114	199	196	91	124	79	154	154	126	67	155	
Porites_compressa_HIv1___RNAseq.g26076.t1	42	11	36	93	35	62	51	22	37	24	60	39	17	29	77	
Porites_compressa_HIv1___RNAseq.g26077.t1	335	149	320	416	382	487	353	160	333	272	378	252	312	261	262	
Porites_compressa_HIv1___RNAseq.g26078.t1	864	233	711	1174	691	1351	917	438	966	430	980	639	538	606	853	
Porites_compressa_HIv1___RNAseq.g26079.t1	3	13	21	25	37	35	31	8	47	10	14	31	30	11	17	
Porites_compressa_HIv1___RNAseq.g2608.t1	4	0	0	0	0	0	0	0	3	0	1	0	1	0	0	
Porites_compressa_HIv1___RNAseq.g26080.t1	38	21	45	106	55	163	114	10	71	15	79	71	58	31	33	
Porites_compressa_HIv1___RNAseq.g26082.t1	96	692	24	64	334	36	22	6	25	17	23	16	605	31	14	
Porites_compressa_HIv1___RNAseq.g26083.t1	272	94	172	376	219	232	194	141	206	155	319	181	241	195	151	
Porites_compressa_HIv1___RNAseq.g26086.t1	553	104	258	106	773	141	167	542	286	353	384	224	284	86	76	
Porites_compressa_HIv1___RNAseq.g26087.t1a	405	190	405	310	351	325	477	174	469	257	260	272	216	366	280	
Porites_compressa_HIv1___RNAseq.g26087.t1b	307	164	282	243	318	469	330	181	389	277	321	242	329	240	249	
Porites_compressa_HIv1___RNAseq.g26088.t1	144	71	168	117	173	222	136	93	194	158	135	86	121	120	121	
Porites_compressa_HIv1___RNAseq.g26089.t1	462	58	185	92	137	267	135	47	71	191	70	47	52	32	74	
Porites_compressa_HIv1___RNAseq.g26092.t1	2080	699	1942	3747	2777	3252	1956	1470	4102	1919	1863	2033	1920	923	3349	
Porites_compressa_HIv1___RNAseq.g26094.t1	0	0	5	0	1	0	1	1	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g26097.t1	15	5	19	4	34	14	3	14	4	6	7	12	12	24	24	
Porites_compressa_HIv1___RNAseq.g26098.t1b	94	54	531	1569	220	299	439	122	243	61	323	153	151	1654	159	
Porites_compressa_HIv1___RNAseq.g26098.t1c	15	2	12	12	7	23	1	8	3	0	15	4	1	5	10	
Porites_compressa_HIv1___RNAseq.g261.t1	274	65	206	366	205	295	310	150	170	119	259	176	223	182	267	
Porites_compressa_HIv1___RNAseq.g2610.t1	16	10	7	3	7	35	17	2	14	13	4	8	3	4	5	
Porites_compressa_HIv1___RNAseq.g26100.t1	54	27	512	1879	127	365	273	104	201	47	280	102	165	801	204	
Porites_compressa_HIv1___RNAseq.g26103.t1	204	89	150	133	138	239	117	73	166	167	125	81	112	61	67	
Porites_compressa_HIv1___RNAseq.g26104.t1	208	92	187	162	205	229	197	85	247	204	250	175	155	62	149	
Porites_compressa_HIv1___RNAseq.g26105.t1	1745	775	1965	3333	1166	1146	1658	548	1443	705	1710	1143	1537	1836	754	
Porites_compressa_HIv1___RNAseq.g26106.t1	237	43	1070	7009	125	186	699	83	94	33	250	71	171	17578	106	
Porites_compressa_HIv1___RNAseq.g26107.t1	195	77	639	4176	105	168	1321	88	94	74	359	128	144	5260	96	
Porites_compressa_HIv1___RNAseq.g26108.t1	72	36	419	2832	55	117	536	72	26	19	246	89	89	3716	43	
Porites_compressa_HIv1___RNAseq.g26109.t1	4631	1713	21960	95593	4093	5683	19988	4074	7093	4651	7199	6422	3482	66770	3643	
Porites_compressa_HIv1___RNAseq.g2611.t1	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.g26110.t1	1447	493	5061	17538	1441	1304	4087	837	2003	2136	1438	1279	905	19255	921	
Porites_compressa_HIv1___RNAseq.g26111.t1	0	3	3	6	3	6	2	0	1	0	0	0	0	0	1	
Porites_compressa_HIv1___RNAseq.g26113.t1	123	16	44	126	89	120	57	78	91	106	66	50	57	25	81	
Porites_compressa_HIv1___RNAseq.g26114.t1	4207	1535	3139	2638	3027	3069	3542	1322	4060	2791	3054	2043	3277	1968	1558	
Porites_compressa_HIv1___RNAseq.g26115.t1	536	149	511	1030	457	720	596	349	483	519	712	474	508	544	419	
Porites_compressa_HIv1___RNAseq.g26116.t1	186	5	81	42	13	95	3	55	27	28	8	10	8	21	17	
Porites_compressa_HIv1___RNAseq.g26117.t1	153	45	124	143	107	136	211	48	174	110	131	108	65	33	106	
Porites_compressa_HIv1___RNAseq.g26118.t1	180	66	122	166	124	149	184	92	259	142	125	107	56	71	170	
Porites_compressa_HIv1___RNAseq.g26119.t1	337	221	520	998	455	440	588	284	424	322	503	363	287	578	293	
Porites_compressa_HIv1___RNAseq.g2612.t1	9	0	9	8	8	13	6	0	4	7	3	3	1	0	13	
Porites_compressa_HIv1___RNAseq.g26120.t1	183	55	202	309	138	297	201	88	167	86	153	109	95	155	219	
Porites_compressa_HIv1___RNAseq.g26121.t1	26	6	7	13	16	29	27	14	20	16	16	7	13	7	18	
Porites_compressa_HIv1___RNAseq.g26122.t1	519	141	412	291	372	387	426	244	357	209	281	160	221	64	257	
Porites_compressa_HIv1___RNAseq.g26123.t1	198	40	213	9	56	99	222	28	125	124	84	88	129	4	68	
Porites_compressa_HIv1___RNAseq.g26124.t1	25	20	21	28	30	30	29	15	35	13	40	9	20	23	21	
Porites_compressa_HIv1___RNAseq.g26125.t1	24	8	17	2	13	27	65	10	24	28	18	23	20	0	24	
Porites_compressa_HIv1___RNAseq.g26127.t1	110	24	83	124	108	99	110	64	100	70	84	64	53	56	83	
Porites_compressa_HIv1___RNAseq.g26128.t1	159	32	113	177	102	120	289	70	93	84	115	76	104	87	114	
Porites_compressa_HIv1___RNAseq.g26129.t1	212	40	206	225	162	295	263	142	261	147	253	121	199	109	226	
Porites_compressa_HIv1___RNAseq.g2613.t1	253	72	164	231	133	133	302	149	163	110	165	221	132	142	129	
Porites_compressa_HIv1___RNAseq.g26130.t1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	2	
Porites_compressa_HIv1___RNAseq.g26131.t1	611	190	316	389	465	558	477	225	482	277	369	284	302	275	339	
Porites_compressa_HIv1___RNAseq.g26132.t1	842	279	911	1466	858	1178	1221	550	958	634	898	843	611	878	895	
Porites_compressa_HIv1___RNAseq.g26133.t1	47	15	51	43	19	80	82	50	75	26	42	23	19	9	28	
Porites_compressa_HIv1___RNAseq.g26134.t1	192	34	69	62	83	75	128	47	80	83	94	64	46	38	79	
Porites_compressa_HIv1___RNAseq.g26135.t1	1439	264	1067	1253	714	2200	1103	347	556	463	544	547	596	845	842	
Porites_compressa_HIv1___RNAseq.g26136.t1	67	17	53	30	30	138	78	24	26	23	50	34	19	14	32	
Porites_compressa_HIv1___RNAseq.g26138.t2	18	4	5	5	1	2	33	3	3	6	3	1	5	8	26	
Porites_compressa_HIv1___RNAseq.g26139.t1	1	1	1	4	0	7	4	1	0	1	1	3	1	0	6	
Porites_compressa_HIv1___RNAseq.g2614.t1	15	0	1	0	0	0	0	0	0	0	0	7	0	0	0	
Porites_compressa_HIv1___RNAseq.g26141.t1	70	14	46	37	29	38	33	11	30	24	34	25	15	15	27	
Porites_compressa_HIv1___RNAseq.g26142.t1	12	0	4	11	4	17	8	0	5	5	0	6	2	5	6	
Porites_compressa_HIv1___RNAseq.g26143.t1	51	19	23	73	55	73	39	15	40	18	37	13	39	47	45	
Porites_compressa_HIv1___RNAseq.g26144.t1	152	25	37	123	78	168	83	21	88	43	40	30	49	53	71	
Porites_compressa_HIv1___RNAseq.g26145.t1	391	33	130	179	110	159	132	44	137	92	113	92	86	61	153	
Porites_compressa_HIv1___RNAseq.g26146.t1	33	1	6	31	7	41	23	1	20	9	13	15	4	11	28	
Porites_compressa_HIv1___RNAseq.g26147.t1	2	7	6	4	2	5	2	7	3	20	22	11	4	4	7	
Porites_compressa_HIv1___RNAseq.g26148.t1	0	5	4	1	3	6	6	3	1	11	13	5	0	3	10	
Porites_compressa_HIv1___RNAseq.g26149.t1	8	0	6	6	3	8	3	2	9	5	5	0	8	0	8	
Porites_compressa_HIv1___RNAseq.g2615.t1	36	0	1	0	2	4	4	3	4	1	0	16	3	0	0	
